predicted_phred,program,nfrags,fraglen,qual_shift,observed_phred,n_matches,n_mismatches,n_total,observed_phred_unrounded
0,SeqPrep,10000000,120,-20,2,349456,517386,866842,2.241252725579887
1,SeqPrep,10000000,120,-20,3,62008,53672,115680,3.335105010826427
2,SeqPrep,10000000,120,-20,4,58108,37715,95823,4.049556514546173
3,SeqPrep,10000000,120,-20,4,57409,33949,91358,4.299195972264471
4,SeqPrep,10000000,120,-20,5,118403,50298,168701,5.2556694039883824
5,SeqPrep,10000000,120,-20,6,109747,40752,150499,5.6738468662311465
6,SeqPrep,10000000,120,-20,7,62403,17623,80026,6.571512685435865
7,SeqPrep,10000000,120,-20,7,132270,29178,161448,7.4297714944258715
8,SeqPrep,10000000,120,-20,8,73437,13398,86835,8.11654835167403
9,SeqPrep,10000000,120,-20,9,205932,27722,233654,9.257486610670137
10,SeqPrep,10000000,120,-20,11,142517,13766,156283,10.551039741083915
11,SeqPrep,10000000,120,-20,11,230890,18629,249519,11.26914078521693
12,SeqPrep,10000000,120,-20,12,135065,8331,143396,12.358399024814116
13,SeqPrep,10000000,120,-20,13,412945,20986,433931,13.15491008678115
14,SeqPrep,10000000,120,-20,14,427269,18928,446197,13.724219187002129
15,SeqPrep,10000000,120,-20,15,246935,7901,254836,15.085787178204539
16,SeqPrep,10000000,120,-20,16,226684,6061,232745,15.843360759087453
17,SeqPrep,10000000,120,-20,17,363371,7545,370916,16.916163235438738
18,SeqPrep,10000000,120,-20,17,4820498,90254,4910752,17.35681543532834
19,SeqPrep,10000000,120,-20,20,81030,749,81779,20.381599779644706
20,SeqPrep,10000000,120,-20,23,109098,595,109693,22.65661948460827
21,SeqPrep,10000000,120,-20,23,293096,1379,294475,23.294841642786377
22,SeqPrep,10000000,120,-20,25,362392,1173,363565,24.912840553978178
23,SeqPrep,10000000,120,-20,26,805128,1933,807061,26.20674507164647
24,SeqPrep,10000000,120,-20,28,480519,820,481339,27.6863719898532
25,SeqPrep,10000000,120,-20,29,984001,1299,985300,28.799593317166995
26,SeqPrep,10000000,120,-20,30,944318,885,945203,30.2858182068123
27,SeqPrep,10000000,120,-20,31,1563587,1223,1564810,31.070351557976686
28,SeqPrep,10000000,120,-20,32,595981,346,596327,32.364083746239814
29,SeqPrep,10000000,120,-20,34,1793421,801,1794222,33.50243661425451
30,SeqPrep,10000000,120,-20,35,1052766,357,1053123,34.69810881665553
31,SeqPrep,10000000,120,-20,35,3873834,1149,3874983,35.279497728579436
32,SeqPrep,10000000,120,-20,37,6539146,1453,6540599,36.53351909329325
33,SeqPrep,10000000,120,-20,38,2807283,499,2807782,37.50262839931118
34,SeqPrep,10000000,120,-20,39,4432116,582,4432698,38.81745159146333
35,SeqPrep,10000000,120,-20,39,6315016,732,6315748,39.359137121599424
36,SeqPrep,10000000,120,-20,41,58861475,5177,58866652,40.55791171335278
