predicted_phred,program,nfrags,fraglen,qual_shift,observed_phred,n_matches,n_mismatches,n_total,observed_phred_unrounded
0,seqtk_adna_trim,10000000,120,-10,3,140526,142630,283156,2.9781488643713288
1,seqtk_adna_trim,10000000,120,-10,3,41142,35364,76506,3.3513411423266666
2,seqtk_adna_trim,10000000,120,-10,4,33750,21714,55464,4.072713536988724
3,seqtk_adna_trim,10000000,120,-10,5,30491,15801,46292,4.668213713738521
4,seqtk_adna_trim,10000000,120,-10,5,91679,36193,127872,5.481508750572543
5,seqtk_adna_trim,10000000,120,-10,7,70099,20181,90280,6.506488680032598
6,seqtk_adna_trim,10000000,120,-10,10,54774,6689,61463,9.632525583349311
7,seqtk_adna_trim,10000000,120,-10,8,26435,5242,31677,7.812470279880877
8,seqtk_adna_trim,10000000,120,-10,9,14155,1869,16024,9.331616349066877
9,seqtk_adna_trim,10000000,120,-10,9,19013,2419,21432,9.474268322382729
10,seqtk_adna_trim,10000000,120,-10,10,18804,1861,20665,10.4548903648696
11,seqtk_adna_trim,10000000,120,-10,12,26984,1910,28894,11.79774301203502
12,seqtk_adna_trim,10000000,120,-10,13,20305,1145,21450,12.726218098448363
13,seqtk_adna_trim,10000000,120,-10,14,42418,1753,44171,14.013553153938425
14,seqtk_adna_trim,10000000,120,-10,16,25614,735,26349,15.544767983875964
15,seqtk_adna_trim,10000000,120,-10,18,50998,866,51864,17.773481165775006
16,seqtk_adna_trim,10000000,120,-10,19,25488,330,25818,18.934086565883117
17,seqtk_adna_trim,10000000,120,-10,20,55140,535,55675,20.17306443684847
18,seqtk_adna_trim,10000000,120,-10,21,79615,707,80322,20.55415099975034
19,seqtk_adna_trim,10000000,120,-10,22,143426,947,144373,21.831360019906597
20,seqtk_adna_trim,10000000,120,-10,21,117325,956,118281,20.92457095311545
21,seqtk_adna_trim,10000000,120,-10,23,170361,775,171136,23.440396744035425
22,seqtk_adna_trim,10000000,120,-10,23,509201,2812,512013,22.60265671496385
23,seqtk_adna_trim,10000000,120,-10,25,704338,2118,706456,25.231591622145686
24,seqtk_adna_trim,10000000,120,-10,29,940762,1295,942057,28.618074125460403
25,seqtk_adna_trim,10000000,120,-10,30,523355,490,523845,30.29006722980606
26,seqtk_adna_trim,10000000,120,-10,41,561055,43,561098,41.155702651101265
27,seqtk_adna_trim,10000000,120,-10,43,899848,41,899889,43.41405086430165
28,seqtk_adna_trim,10000000,120,-10,49,50392690,708,50393398,48.523403858990704
